drugbank_id,drugbank_name,umls_cui_from_meddra,side_effect_name
DB00640,Adenosine,C0948089,Acute coronary syndrome
DB00640,Adenosine,C0233472,Affect lability
DB00640,Adenosine,C0002994,Angioedema
DB00640,Adenosine,C0003578,Apnoea
DB00640,Adenosine,C0003811,Arrhythmia
DB00640,Adenosine,C0004238,Atrial fibrillation
DB00640,Adenosine,C0004245,Atrioventricular block
DB00640,Adenosine,C0428977,Bradycardia
DB00640,Adenosine,C0006266,Bronchospasm
DB00640,Adenosine,C0018799,Cardiac disorder
DB00640,Adenosine,C0018801,Cardiac failure
DB00640,Adenosine,C0038454,Cerebrovascular accident
DB00640,Adenosine,C0235710,Chest discomfort
DB00640,Adenosine,C0438716,Chest pressure
DB00640,Adenosine,C1956346,Coronary artery disease
DB00640,Adenosine,C0948296,Ear discomfort
DB00640,Adenosine,C0520886,Electrocardiogram ST segment elevation
DB00640,Adenosine,C0235169,Excitability
DB00640,Adenosine,C0340464,Extrasystoles
DB00640,Adenosine,C0014549,Grand mal convulsion
DB00640,Adenosine,C0151699,Haemorrhage intracranial
DB00640,Adenosine,C0235004,Head pressure
DB00640,Adenosine,C0020578,Hyperventilation
DB00640,Adenosine,C0020580,Hypoaesthesia
DB00640,Adenosine,C0220870,Lightheadedness
DB00640,Adenosine,C0041657,Loss of consciousness
DB00640,Adenosine,C0025061,Mediastinal disorder
DB00640,Adenosine,C0085633,Mood swings
DB00640,Adenosine,C0151744,Myocardial ischaemia
DB00640,Adenosine,C0027424,Nasal congestion
DB00640,Adenosine,C0750194,Non-sustained ventricular tachycardia
DB00640,Adenosine,C0028643,Numbness
DB00640,Adenosine,C0030252,Palpitations
DB00640,Adenosine,C0042023,Pollakiuria
DB00640,Adenosine,C0541782,Sinus arrest
DB00640,Adenosine,C0039239,Sinus tachycardia
DB00640,Adenosine,C0232124,Skipped beats
DB00640,Adenosine,C0033036,Supraventricular extrasystoles
DB00640,Adenosine,C0038990,Sweating
DB00640,Adenosine,C0240327,Taste metallic
DB00640,Adenosine,C0233494,Tension
DB00640,Adenosine,C0494475,Tonic-clonic seizures
DB00640,Adenosine,C0040479,Torsade de pointes
DB00640,Adenosine,C0040822,Tremor
DB00640,Adenosine,C0085612,Ventricular arrhythmia
DB00640,Adenosine,C0151636,Ventricular extrasystoles
DB00640,Adenosine,C0042510,Ventricular fibrillation
DB00640,Adenosine,C0042514,Ventricular tachycardia
DB00640,Adenosine,C0344232,Vision blurred
DB00518,Albendazole,C0162557,Acute hepatic failure
DB00518,Albendazole,C0001824,Agranulocytosis
DB00518,Albendazole,C0002170,Alopecia
DB00518,Albendazole,C0002874,Aplastic anaemia
DB00518,Albendazole,C0014742,Erythema multiforme
DB00518,Albendazole,C0019158,Hepatitis
DB00518,Albendazole,C0021053,Immune system disorder
DB00518,Albendazole,C0023530,Leukopenia
DB00518,Albendazole,C0030312,Pancytopenia
DB00518,Albendazole,C0038325,Stevens-Johnson syndrome
DB00518,Albendazole,C0041969,Urethral disorder
DB00518,Albendazole,C0042075,Urinary tract disorder
DB00518,Albendazole,C0042571,Vertigo
DB00240,Alclometasone,C0162820,Allergic contact dermatitis
DB00240,Alclometasone,C0234894,Dermatitis acneiform
DB00240,Alclometasone,C0263449,Dermatitis perioral
DB00240,Alclometasone,C0041834,Erythema
DB00240,Alclometasone,C0162835,Leukoderma
DB00240,Alclometasone,C0151514,Skin atrophy
DB00630,Alendronate,C0001349,Acute phase reaction
DB00630,Alendronate,C0002170,Alopecia
DB00630,Alendronate,C0002871,Anaemia
DB00630,Alendronate,C0002994,Angioedema
DB00630,Alendronate,C0004096,Asthma
DB00630,Alendronate,C0026821,Cramp muscle
DB00630,Alendronate,C0687133,Drug interaction
DB00630,Alendronate,C0013295,Duodenal ulcer
DB00630,Alendronate,C0014583,Episcleritis
DB00630,Alendronate,C0267055,Erosive oesophagitis
DB00630,Alendronate,C0041834,Erythema
DB00630,Alendronate,C0014742,Erythema multiforme
DB00630,Alendronate,C0349790,Exacerbation of asthma
DB00630,Alendronate,C0015802,Femur fracture
DB00630,Alendronate,C0016204,Flatulence
DB00630,Alendronate,C0038358,Gastric ulcer
DB00630,Alendronate,C0017152,Gastritis
DB00630,Alendronate,C2697368,Gastrointestinal tract irritation
DB00630,Alendronate,C0518015,Haemoglobin
DB00630,Alendronate,C0018834,Heartburn
DB00630,Alendronate,C0020437,Hypercalcaemia
DB00630,Alendronate,C0020438,Hypercalciuria
DB00630,Alendronate,C2047937,Ill-defined disorder
DB00630,Alendronate,C0392171,Influenza-like symptoms
DB00630,Alendronate,C0023418,Leukaemia
DB00630,Alendronate,C0024312,Lymphopenia
DB00630,Alendronate,C0231218,Malaise
DB00630,Alendronate,C0026858,Musculoskeletal pain
DB00630,Alendronate,C0392525,Nephrolithiasis
DB00630,Alendronate,C0085649,Oedema peripheral
DB00630,Alendronate,C0014852,Oesophageal disorder
DB00630,Alendronate,C0151970,Oesophageal ulcer
DB00630,Alendronate,C0014868,Oesophagitis
DB00630,Alendronate,C2711248,Osteonecrosis of jaw
DB00630,Alendronate,C0349506,Photosensitivity
DB00630,Alendronate,C2004489,Regurgitation
DB00630,Alendronate,C0151826,Retrosternal pain
DB00630,Alendronate,C0038325,Stevens-Johnson syndrome
DB00630,Alendronate,C0038362,Stomatitis
DB00630,Alendronate,C0041582,Ulcer
DB00630,Alendronate,C0042571,Vertigo
DB00802,Alfentanil,C0340865,Anaphylactoid reaction
DB00802,Alfentanil,C0042373,Angiopathy
DB00802,Alfentanil,C0003578,Apnoea
DB00802,Alfentanil,C0003811,Arrhythmia
DB00802,Alfentanil,C0428977,Bradycardia
DB00802,Alfentanil,C0006266,Bronchospasm
DB00802,Alfentanil,C0860713,Carbon dioxide increased
DB00802,Alfentanil,C0018799,Cardiac disorder
DB00802,Alfentanil,C0085593,Chills
DB00802,Alfentanil,C0009782,Connective tissue disorder
DB00802,Alfentanil,C0524662,Dependence on opiates
DB00802,Alfentanil,C0233407,Disorientation
DB00802,Alfentanil,C0014591,Epistaxis
DB00802,Alfentanil,C0041834,Erythema
DB00802,Alfentanil,C0235146,Euphoric mood
DB00802,Alfentanil,C0015397,Eye disorder
DB00802,Alfentanil,C0019521,Hiccups
DB00802,Alfentanil,C0020440,Hypercapnia
DB00802,Alfentanil,C0021053,Immune system disorder
DB00802,Alfentanil,C0151828,Injection site pain
DB00802,Alfentanil,C0023066,Laryngospasm
DB00802,Alfentanil,C0041657,Loss of consciousness
DB00802,Alfentanil,C0025061,Mediastinal disorder
DB00802,Alfentanil,C0004936,Mental disorder
DB00802,Alfentanil,C0026650,Movement disorder
DB00802,Alfentanil,C0026837,Muscle rigidity
DB00802,Alfentanil,C0027066,Myoclonus
DB00802,Alfentanil,C0235063,Respiratory depression
DB00802,Alfentanil,C0231837,Respiratory rate decreased
DB00802,Alfentanil,C0857494,Unresponsive to stimuli
DB00802,Alfentanil,C0858765,Vascular pain
DB00802,Alfentanil,C0344232,Vision blurred
DB00802,Alfentanil,C0547030,Visual disturbance
DB00346,Alfuzosin,C0232492,Abdominal pain upper
DB00346,Alfuzosin,C0002994,Angioedema
DB00346,Alfuzosin,C0042373,Angiopathy
DB00346,Alfuzosin,C0235889,Arthritis aggravated
DB00346,Alfuzosin,C0022408,Arthropathy
DB00346,Alfuzosin,C0004238,Atrial fibrillation
DB00346,Alfuzosin,C0277890,Blood pressure diastolic decreased
DB00346,Alfuzosin,C0549405,Blood pressure fluctuation
DB00346,Alfuzosin,C0006145,Breast disorder
DB00346,Alfuzosin,C0006277,Bronchitis
DB00346,Alfuzosin,C0006444,Bursitis
DB00346,Alfuzosin,C0022650,Calculus of kidney
DB00346,Alfuzosin,C0018799,Cardiac disorder
DB00346,Alfuzosin,C0232197,Cardiac fibrillation
DB00346,Alfuzosin,C0008370,Cholestasis
DB00346,Alfuzosin,C0009782,Connective tissue disorder
DB00346,Alfuzosin,C1956346,Coronary artery disease
DB00346,Alfuzosin,C0015397,Eye disorder
DB00346,Alfuzosin,C1735601,Floppy iris syndrome
DB00346,Alfuzosin,C0151763,Hepatocellular injury
DB00346,Alfuzosin,C2047937,Ill-defined disorder
DB00346,Alfuzosin,C0851341,Infestation NOS
DB00346,Alfuzosin,C0549356,Inflicted injury
DB00346,Alfuzosin,C0392171,Influenza-like symptoms
DB00346,Alfuzosin,C1688637,Intraoperative floppy iris syndrome
DB00346,Alfuzosin,C0160390,Liver injury
DB00346,Alfuzosin,C0041657,Loss of consciousness
DB00346,Alfuzosin,C0549374,Lumbar disc lesion
DB00346,Alfuzosin,C0231218,Malaise
DB00346,Alfuzosin,C0025061,Mediastinal disorder
DB00346,Alfuzosin,C0004936,Mental disorder
DB00346,Alfuzosin,C0392525,Nephrolithiasis
DB00346,Alfuzosin,C0031117,Neuropathy peripheral
DB00346,Alfuzosin,C0020651,Orthostatic hypotension
DB00346,Alfuzosin,C0030252,Palpitations
DB00346,Alfuzosin,C0036396,Sciatica
DB00346,Alfuzosin,C0037199,Sinusitis
DB00346,Alfuzosin,C0221512,Stomach ache
DB00346,Alfuzosin,C0038990,Sweating
DB00346,Alfuzosin,C0040479,Torsade de pointes
DB00346,Alfuzosin,C0041969,Urethral disorder
DB00346,Alfuzosin,C0042075,Urinary tract disorder
DB00346,Alfuzosin,C0085612,Ventricular arrhythmia
DB00346,Alfuzosin,C0042514,Ventricular tachycardia
DB00346,Alfuzosin,C0042571,Vertigo
DB00437,Allopurinol,C0232492,Abdominal pain upper
DB00437,Allopurinol,C0001824,Agranulocytosis
DB00437,Allopurinol,C0001925,Albuminuria
DB00437,Allopurinol,C0002170,Alopecia
DB00437,Allopurinol,C0002418,Amblyopia
DB00437,Allopurinol,C0002871,Anaemia
DB00437,Allopurinol,C0553548,Angiitis necrotising
DB00437,Allopurinol,C0002994,Angioedema
DB00437,Allopurinol,C0002874,Aplastic anaemia
DB00437,Allopurinol,C0003578,Apnoea
DB00437,Allopurinol,C0004096,Asthma
DB00437,Allopurinol,C0004134,Ataxia
DB00437,Allopurinol,C0428977,Bradycardia
DB00437,Allopurinol,C0006145,Breast disorder
DB00437,Allopurinol,C0006266,Bronchospasm
DB00437,Allopurinol,C0018799,Cardiac disorder
DB00437,Allopurinol,C0018801,Cardiac failure
DB00437,Allopurinol,C0007642,Cellulitis
DB00437,Allopurinol,C0007785,Cerebral infarction
DB00437,Allopurinol,C0038454,Cerebrovascular accident
DB00437,Allopurinol,C0235710,Chest discomfort
DB00437,Allopurinol,C0232292,Chest tightness
DB00437,Allopurinol,C0085593,Chills
DB00437,Allopurinol,C0009421,Coma
DB00437,Allopurinol,C0009763,Conjunctivitis
DB00437,Allopurinol,C0234533,Convulsions generalised
DB00437,Allopurinol,C0151578,Creatinine increased
DB00437,Allopurinol,C0151579,Crystalluria
DB00437,Allopurinol,C0011606,Dermatitis exfoliative
DB00437,Allopurinol,C0011849,Diabetes mellitus
DB00437,Allopurinol,C0232459,Digestion impaired
DB00437,Allopurinol,C0042790,Disorder sight
DB00437,Allopurinol,C0012739,Disseminated intravascular coagulation
DB00437,Allopurinol,C0013491,Ecchymosis
DB00437,Allopurinol,C0013595,Eczema
DB00437,Allopurinol,C0151613,Electrolyte abnormality
DB00437,Allopurinol,C0342579,Electrolyte imbalance
DB00437,Allopurinol,C0392025,Enlargement abdomen
DB00437,Allopurinol,C0014457,Eosinophilia
DB00437,Allopurinol,C0014591,Epistaxis
DB00437,Allopurinol,C0014742,Erythema multiforme
DB00437,Allopurinol,C0015397,Eye disorder
DB00437,Allopurinol,C0542571,Face oedema
DB00437,Allopurinol,C0016204,Flatulence
DB00437,Allopurinol,C0239571,Foetor hepaticus
DB00437,Allopurinol,C0085684,Footdrop
DB00437,Allopurinol,C0017152,Gastritis
DB00437,Allopurinol,C0017181,Gastrointestinal haemorrhage
DB00437,Allopurinol,C0476486,Generalized lymphadenopathy
DB00437,Allopurinol,C0017979,Glycosuria
DB00437,Allopurinol,C0018099,Gout
DB00437,Allopurinol,C0860210,Granulomatous liver disease
DB00437,Allopurinol,C0018418,Gynaecomastia
DB00437,Allopurinol,C0018926,Haematemesis
DB00437,Allopurinol,C0018965,Haematuria
DB00437,Allopurinol,C0518015,Haemoglobin
DB00437,Allopurinol,C0019158,Hepatitis
DB00437,Allopurinol,C0235369,Hepatitis granulomatous
DB00437,Allopurinol,C0151763,Hepatocellular injury
DB00437,Allopurinol,C0235378,Hepatotoxicity
DB00437,Allopurinol,C0020437,Hypercalcaemia
DB00437,Allopurinol,C0020456,Hyperglycaemia
DB00437,Allopurinol,C0020473,Hyperlipidaemia
DB00437,Allopurinol,C0020488,Hypernatraemia
DB00437,Allopurinol,C0085681,Hyperphosphataemia
DB00437,Allopurinol,C0020580,Hypoaesthesia
DB00437,Allopurinol,C0151723,Hypomagnesaemia
DB00437,Allopurinol,C2047937,Ill-defined disorder
DB00437,Allopurinol,C0021053,Immune system disorder
DB00437,Allopurinol,C0022354,Jaundice cholestatic
DB00437,Allopurinol,C2973529,Leukocytoclastic vasculitis
DB00437,Allopurinol,C0023518,Leukocytosis
DB00437,Allopurinol,C0023530,Leukopenia
DB00437,Allopurinol,C0023646,Lichen planus
DB00437,Allopurinol,C0023895,Liver disorder
DB00437,Allopurinol,C0160390,Liver injury
DB00437,Allopurinol,C2981158,Loss of libido
DB00437,Allopurinol,C0497156,Lymphadenopathy
DB00437,Allopurinol,C0231218,Malaise
DB00437,Allopurinol,C0162429,Malnutrition
DB00437,Allopurinol,C0004936,Mental disorder
DB00437,Allopurinol,C0856054,Mental status changes
DB00437,Allopurinol,C0220981,Metabolic acidosis
DB00437,Allopurinol,C0231530,Muscle twitching
DB00437,Allopurinol,C0027066,Myoclonus
DB00437,Allopurinol,C0027813,Neuritis
DB00437,Allopurinol,C0031117,Neuropathy peripheral
DB00437,Allopurinol,C0028643,Numbness
DB00437,Allopurinol,C0028961,Oliguria
DB00437,Allopurinol,C0029134,Optic neuritis
DB00437,Allopurinol,C2363730,Oropharyngeal discomfort
DB00437,Allopurinol,C0267940,Pancreatitis haemorrhagic
DB00437,Allopurinol,C0030312,Pancytopenia
DB00437,Allopurinol,C0522224,Paralysis
DB00437,Allopurinol,C0031046,Pericarditis
DB00437,Allopurinol,C0085096,Peripheral vascular disorder
DB00437,Allopurinol,C0034150,Purpura
DB00437,Allopurinol,C0423791,Rash maculo-papular
DB00437,Allopurinol,C0243026,Sepsis
DB00437,Allopurinol,C0038238,Steatorrhoea
DB00437,Allopurinol,C0038325,Stevens-Johnson syndrome
DB00437,Allopurinol,C0221512,Stomach ache
DB00437,Allopurinol,C0038362,Stomatitis
DB00437,Allopurinol,C0038990,Sweating
DB00437,Allopurinol,C0700590,Sweating increased
DB00437,Allopurinol,C0038999,Swelling
DB00437,Allopurinol,C0151602,Swelling face
DB00437,Allopurinol,C0242429,Throat sore
DB00437,Allopurinol,C0040046,Thrombophlebitis
DB00437,Allopurinol,C0151610,Tongue oedema
DB00437,Allopurinol,C0040822,Tremor
DB00437,Allopurinol,C0041582,Ulcer
DB00437,Allopurinol,C0041969,Urethral disorder
DB00437,Allopurinol,C0042075,Urinary tract disorder
DB00437,Allopurinol,C0042029,Urinary tract infection
DB00437,Allopurinol,C1368065,Vascular purpura
DB00437,Allopurinol,C0042384,Vasculitis
DB00437,Allopurinol,C1318520,Vasculitis necrotising
DB00437,Allopurinol,C0042401,Vasodilation
DB00437,Allopurinol,C0042510,Ventricular fibrillation
DB00437,Allopurinol,C0042571,Vertigo
DB00437,Allopurinol,C0043049,Water intoxication
DB00437,Allopurinol,C0043144,Wheezing
DB00918,Almotriptan,C0000729,Abdominal cramps
DB00918,Almotriptan,C0232492,Abdominal pain upper
DB00918,Almotriptan,C0948089,Acute coronary syndrome
DB00918,Almotriptan,C0002994,Angioedema
DB00918,Almotriptan,C0010073,Arteriospasm coronary
DB00918,Almotriptan,C0005747,Blepharospasm
DB00918,Almotriptan,C0005940,Bone disorder
DB00918,Almotriptan,C0006145,Breast disorder
DB00918,Almotriptan,C0006277,Bronchitis
DB00918,Almotriptan,C0018799,Cardiac disorder
DB00918,Almotriptan,C0235198,Cerebration impaired
DB00918,Almotriptan,C0085593,Chills
DB00918,Almotriptan,C0162529,Colitis ischaemic
DB00918,Almotriptan,C0009763,Conjunctivitis
DB00918,Almotriptan,C0520966,Coordination abnormal
DB00918,Almotriptan,C0086132,Depressive symptom
DB00918,Almotriptan,C0012569,Diplopia
DB00918,Almotriptan,C0314719,Dry eye
DB00918,Almotriptan,C0013390,Dysmenorrhoea
DB00918,Almotriptan,C0013456,Ear pain
DB00918,Almotriptan,C0014591,Epistaxis
DB00918,Almotriptan,C0041834,Erythema
DB00918,Almotriptan,C0235146,Euphoric mood
DB00918,Almotriptan,C0015397,Eye disorder
DB00918,Almotriptan,C0235266,Eye irritation
DB00918,Almotriptan,C0151827,Eye pain
DB00918,Almotriptan,C0017152,Gastritis
DB00918,Almotriptan,C0034880,Hyperacusis
DB00918,Almotriptan,C0020456,Hyperglycaemia
DB00918,Almotriptan,C0151889,Hyperreflexia
DB00918,Almotriptan,C0026826,Hypertonia
DB00918,Almotriptan,C0020578,Hyperventilation
DB00918,Almotriptan,C0020580,Hypoaesthesia
DB00918,Almotriptan,C0521592,Hypoaesthesia oral
DB00918,Almotriptan,C2047937,Ill-defined disorder
DB00918,Almotriptan,C0021053,Immune system disorder
DB00918,Almotriptan,C0241379,Increased thirst
DB00918,Almotriptan,C0023066,Laryngospasm
DB00918,Almotriptan,C0041657,Loss of consciousness
DB00918,Almotriptan,C0231218,Malaise
DB00918,Almotriptan,C0004936,Mental disorder
DB00918,Almotriptan,C0151744,Myocardial ischaemia
DB00918,Almotriptan,C0007859,Neck pain
DB00918,Almotriptan,C0031117,Neuropathy peripheral
DB00918,Almotriptan,C0028738,Nystagmus
DB00918,Almotriptan,C0029882,Otitis media
DB00918,Almotriptan,C0030196,Pain in extremity
DB00918,Almotriptan,C0030252,Palpitations
DB00918,Almotriptan,C0037036,Salivary hypersecretion
DB00918,Almotriptan,C0037199,Sinusitis
DB00918,Almotriptan,C0700590,Sweating increased
DB00918,Almotriptan,C0236068,Swollen tongue
DB00918,Almotriptan,C0233494,Tension
DB00918,Almotriptan,C0040822,Tremor
DB00918,Almotriptan,C0042401,Vasodilation
DB00918,Almotriptan,C0042510,Ventricular fibrillation
DB00918,Almotriptan,C0042514,Ventricular tachycardia
DB00918,Almotriptan,C0042571,Vertigo
DB00918,Almotriptan,C0344232,Vision blurred
DB00969,Alosetron,C0232492,Abdominal pain upper
DB00969,Alosetron,C0234458,Abnormal dreams
DB00969,Alosetron,C0702166,Acne
DB00969,Alosetron,C0863090,Allergic skin reaction
DB00969,Alosetron,C0002170,Alopecia
DB00969,Alosetron,C0003811,Arrhythmia
DB00969,Alosetron,C0575090,Balance disorder
DB00969,Alosetron,C1142335,Bilirubin abnormal
DB00969,Alosetron,C0232849,Bladder pain
DB00969,Alosetron,C0151825,Bone pain
DB00969,Alosetron,C0008325,Cholecystitis
DB00969,Alosetron,C0162529,Colitis ischaemic
DB00969,Alosetron,C0026821,Cramp muscle
DB00969,Alosetron,C0012797,Diuresis
DB00969,Alosetron,C0012813,Diverticulitis
DB00969,Alosetron,C0687133,Drug interaction
DB00969,Alosetron,C0281825,Dysequilibrium
DB00969,Alosetron,C0013415,Dysthymic disorder
DB00969,Alosetron,C0013595,Eczema
DB00969,Alosetron,C0340464,Extrasystoles
DB00969,Alosetron,C0266813,Faecal occult blood positive
DB00969,Alosetron,C0234192,Feeling cold
DB00969,Alosetron,C0016204,Flatulence
DB00969,Alosetron,C0026946,Fungal infection
DB00969,Alosetron,C0017152,Gastritis
DB00969,Alosetron,C0236124,Gastrointestinal obstruction
DB00969,Alosetron,C0018944,Haematoma
DB00969,Alosetron,C0518015,Haemoglobin
DB00969,Alosetron,C0235620,Haemorrhage urinary tract
DB00969,Alosetron,C0019112,Haemorrhoids
DB00969,Alosetron,C0019158,Hepatitis
DB00969,Alosetron,C0020456,Hyperglycaemia
DB00969,Alosetron,C0020580,Hypoaesthesia
DB00969,Alosetron,C0020615,Hypoglycaemia
DB00969,Alosetron,C2047937,Ill-defined disorder
DB00969,Alosetron,C0021933,Intussusception
DB00969,Alosetron,C0231218,Malaise
DB00969,Alosetron,C0026837,Muscle rigidity
DB00969,Alosetron,C0221170,Muscle stiffness
DB00969,Alosetron,C0948525,Musculoskeletal stiffness
DB00969,Alosetron,C0027339,Nail disorder
DB00969,Alosetron,C0027441,Nasopharyngitis
DB00969,Alosetron,C0042023,Pollakiuria
DB00969,Alosetron,C2004489,Regurgitation
DB00969,Alosetron,C0035204,Respiratory disorder
DB00969,Alosetron,C0035243,Respiratory tract infection
DB00969,Alosetron,C0037199,Sinusitis
DB00969,Alosetron,C0037278,Skin infection
DB00969,Alosetron,C0038990,Sweating
DB00969,Alosetron,C0234233,Tenderness
DB00969,Alosetron,C0043251,Trauma
DB00969,Alosetron,C0040822,Tremor
DB00969,Alosetron,C0041582,Ulcer
DB00969,Alosetron,C0042029,Urinary tract infection
DB00404,Alprazolam,C0234458,Abnormal dreams
DB00404,Alprazolam,C0392702,Abnormal involuntary movements
DB00404,Alprazolam,C0233472,Affect lability
DB00404,Alprazolam,C0150450,Altered state of consciousness
DB00404,Alprazolam,C0002994,Angioedema
DB00404,Alprazolam,C0042373,Angiopathy
DB00404,Alprazolam,C0085632,Apathy
DB00404,Alprazolam,C0004134,Ataxia
DB00404,Alprazolam,C0575090,Balance disorder
DB00404,Alprazolam,C0311468,Blood bilirubin increased
DB00404,Alprazolam,C0554976,Bradyphrenia
DB00404,Alprazolam,C0006145,Breast disorder
DB00404,Alprazolam,C0018799,Cardiac disorder
DB00404,Alprazolam,C0235198,Cerebration impaired
DB00404,Alprazolam,C0235710,Chest discomfort
DB00404,Alprazolam,C0232292,Chest tightness
DB00404,Alprazolam,C0085593,Chills
DB00404,Alprazolam,C0546947,Choking sensation
DB00404,Alprazolam,C0233844,Clumsiness
DB00404,Alprazolam,C0009782,Connective tissue disorder
DB00404,Alprazolam,C0520966,Coordination abnormal
DB00404,Alprazolam,C0026821,Cramp muscle
