,cuis,drugbankID,drugname,indication
471,C0554628,DB00417,phenoxymethylpenicillin,Streptococcus pyogenes infection
472,C0729586,DB00417,phenoxymethylpenicillin,Infective otitis media
473,C0041912,DB00417,phenoxymethylpenicillin,Upper respiratory infection
474,C0149704,DB00417,phenoxymethylpenicillin,Gingivostomatitis
475,C0275804,DB00417,phenoxymethylpenicillin,Streptococcal tonsillitis
476,C0036285,DB00417,phenoxymethylpenicillin,Scarlet fever
477,C0178299,DB00417,phenoxymethylpenicillin,Infection of skin AND/OR subcutaneous tissue
478,C0010200,DB11181,homatropine,Cough
479,C0235238,DB11181,homatropine,Cycloplegia
480,C0030920,DB11181,homatropine,Peptic ulcer
481,C0005424,DB11181,homatropine,Disorder of biliary tract
482,C0042164,DB11181,homatropine,Uveitis
483,C0009806,DB11181,homatropine,Constipation
484,C0426639,DB11181,homatropine,Incomplete passage of stool
485,C0022104,DB11181,homatropine,Irritable bowel syndrome
486,C0026764,DB08889,carfilzomib,Multiple myeloma
487,C2349261,DB08889,carfilzomib,Relapse multiple myeloma
488,C0024117,DB09080,olodaterol,Chronic obstructive lung disease
489,C0353980,DB13707,sodium tartrate,Osmotic laxative
490,C0020538,DB09229,aranidipine,Hypertensive disorder
491,C0020621,DB09125,potassium citrate,Hypokalemia
492,C1959799,DB09125,potassium citrate,Calcium renal calculus
493,C0001126,DB09125,potassium citrate,Renal tubular acidosis
494,C0558595,DB09125,potassium citrate,Uric acid renal calculus
495,C0011860,DB15323,trelagliptin,Diabetes mellitus type 2
496,C0020538,DB00542,benazepril,Hypertensive disorder
497,C1135868,DB00570,vinblastine,Gestational trophoblastic neoplasia
498,C0019829,DB00570,vinblastine,Hodgkin's disease
499,C0023381,DB00570,vinblastine,"Langerhans cell histiocytosis, disseminated"
500,C0153594,DB00570,vinblastine,Malignant tumor of testis
501,C0024305,DB00570,vinblastine,Non-Hodgkin's lymphoma
502,C0026948,DB00570,vinblastine,Mycosis fungoides
503,C0036220,DB00570,vinblastine,Kaposi's sarcoma
504,C3163805,DB00570,vinblastine,Carcinoma of female breast
505,C0348898,DB09272,eluxadoline,Irritable bowel syndrome with diarrhea
506,C0011860,DB09038,empagliflozin,Diabetes mellitus type 2
507,C0349009,DB00196,fluconazole,Candidal septicemia
508,C0700345,DB00196,fluconazole,Candidal vulvovaginitis
509,C0006849,DB00196,fluconazole,Candidiasis of mouth
510,C0006848,DB00196,fluconazole,Mucocutaneous candidiasis
511,C0239295,DB00196,fluconazole,Candidiasis of the esophagus
512,C0085436,DB00196,fluconazole,Cryptococcal meningitis
513,C0877445,DB00196,fluconazole,Candidemia
514,C0153252,DB00196,fluconazole,Disseminated candidiasis
515,C0020538,DB08822,azilsartan medoxomil,Hypertensive disorder
516,C0019088,DB12148,menatetrenone,Hemorrhagic disease of the newborn due to vitamin K deficiency
517,C0020557,DB08887,icosapent ethyl,Hypertriglyceridemia
518,C0242350,DB11792,mirodenafil,Impotence
519,C0271084,DB08885,aflibercept,Exudative age-related macular degeneration
520,C0339498,DB08885,aflibercept,Central retinal vein occlusion with macular edema
521,C0339507,DB08885,aflibercept,Branch retinal vein occlusion with macular edema
522,C0730285,DB08885,aflibercept,Diabetic macular edema
523,C1282500,DB08885,aflibercept,Metastasis from malignant tumor of colon
524,C0013338,DB00010,sermorelin,Pituitary dwarfism
525,C0017612,DB11660,latanoprostene bunod,Open-angle glaucoma
526,C0028840,DB11660,latanoprostene bunod,Ocular hypertension
527,C0264716,DB01275,hydralazine,Chronic heart failure
528,C0020538,DB01275,hydralazine,Hypertensive disorder
529,C0014549,DB00754,ethotoin,Tonic-clonic epilepsy
530,C2711653,DB00754,ethotoin,Epilepsy characterized by intractable complex partial seizures
531,C0014544,DB00832,phensuximide,Epilepsy
532,C0014553,DB00832,phensuximide,Absence seizure
533,C0009766,DB00835,brompheniramine,Allergic conjunctivitis
534,C0392171,DB00835,brompheniramine,Influenza-like symptoms
535,C2607914,DB00835,brompheniramine,Allergic rhinitis
536,C0018621,DB00835,brompheniramine,Seasonal allergic rhinitis
537,C0042109,DB00835,brompheniramine,Urticaria
538,C0033774,DB00835,brompheniramine,Itching of skin
539,C0343065,DB00835,brompheniramine,Dermatographic urticaria
540,C1260880,DB00835,brompheniramine,Nasal discharge
541,C0035460,DB00835,brompheniramine,Vasomotor rhinitis
542,C2607914,DB01620,pheniramine,Allergic rhinitis
543,C0343065,DB01620,pheniramine,Dermatographic urticaria
544,C0235267,DB01620,pheniramine,Red eye
545,C0015967,DB01620,pheniramine,Fever
546,C0018621,DB01620,pheniramine,Seasonal allergic rhinitis
547,C1260880,DB01620,pheniramine,Nasal discharge
548,C0042109,DB01620,pheniramine,Urticaria
549,C0392171,DB01620,pheniramine,Influenza-like symptoms
550,C0242429,DB01620,pheniramine,Sore throat symptom
551,C0037383,DB01620,pheniramine,Sneezing
552,C0037195,DB01620,pheniramine,Sinus headache
553,C0393735,DB01620,pheniramine,Headache disorder
554,C0009443,DB01620,pheniramine,Common cold
555,C0009766,DB01620,pheniramine,Allergic conjunctivitis
556,C0027424,DB01620,pheniramine,Nasal congestion
557,C0010200,DB01620,pheniramine,Cough
558,C0035460,DB01620,pheniramine,Vasomotor rhinitis
559,C0033774,DB01620,pheniramine,Itching of skin
560,C0015371,DB00245,benzatropine,Extrapyramidal disease
561,C0030568,DB00245,benzatropine,Postencephalitic parkinsonism
562,C0030567,DB00245,benzatropine,Parkinson's disease
563,C0242422,DB00245,benzatropine,Parkinsonism
564,C1283620,DB06760,sacrosidase,Sucrase-isomaltase deficiency
565,C0275652,DB00537,ciprofloxacin,Acute gonococcal urethritis
566,C0021355,DB00537,ciprofloxacin,Infective otitis externa
567,C0014347,DB00537,ciprofloxacin,Infection due to Enterobacteriaceae
568,C0339932,DB00537,ciprofloxacin,Acute Moraxella catarrhalis bronchitis
569,C0276088,DB00537,ciprofloxacin,Septicemia due to Escherichia coli
570,C0275550,DB00537,ciprofloxacin,Acute bacterial peritonitis
571,C0041466,DB00537,ciprofloxacin,Typhoid fever
572,C0009768,DB00537,ciprofloxacin,Bacterial conjunctivitis
573,C0554628,DB00537,ciprofloxacin,Streptococcus pyogenes infection
574,C0155860,DB00537,ciprofloxacin,Pneumonia due to Pseudomonas
575,C1318973,DB00537,ciprofloxacin,Infection due to Staphylococcus aureus
576,C2242472,DB00537,ciprofloxacin,Infection of bone
577,C0003175,DB00537,ciprofloxacin,Anthrax
578,C0004626,DB00537,ciprofloxacin,Bacterial pneumonia
579,C0275556,DB00537,ciprofloxacin,Acute bacterial sinusitis
580,C0600041,DB00537,ciprofloxacin,Infective cystitis
581,C0276075,DB00537,ciprofloxacin,Infection due to Pseudomonas aeruginosa
582,C0395818,DB00537,ciprofloxacin,Malignant otitis externa due to Pseudomonas aeruginosa
583,C0035468,DB00537,ciprofloxacin,Rhinoscleroma
584,C0949083,DB00537,ciprofloxacin,Nosocomial pneumonia
585,C0157749,DB00537,ciprofloxacin,Infectious disorder of joint
586,C0153195,DB00537,ciprofloxacin,Acute gonococcal cervicitis
587,C0013369,DB00537,ciprofloxacin,Infectious diarrheal disease
588,C0007947,DB00537,ciprofloxacin,Chancroid
589,C0276026,DB00537,ciprofloxacin,Haemophilus influenzae pneumonia
590,C0577708,DB00537,ciprofloxacin,Escherichia coli urinary tract infection
591,C0010692,DB00537,ciprofloxacin,Cystitis
592,C0158371,DB00537,ciprofloxacin,Acute osteomyelitis
593,C0033581,DB00537,ciprofloxacin,Prostatitis
594,C0577709,DB00537,ciprofloxacin,Proteus urinary tract infection
595,C0149725,DB00537,ciprofloxacin,Lower respiratory tract infection
596,C0729524,DB00537,ciprofloxacin,Bacterial urinary infection
597,C0520775,DB00537,ciprofloxacin,Klebsiella cystitis
598,C0014836,DB00537,ciprofloxacin,Infection due to Escherichia coli
599,C1112209,DB00537,ciprofloxacin,Infectious disease of abdomen
600,C0339933,DB00537,ciprofloxacin,Acute bacterial bronchitis
601,C0243001,DB00537,ciprofloxacin,Abdominal abscess
602,C0013371,DB00537,ciprofloxacin,Shigellosis
603,C0178299,DB00537,ciprofloxacin,Infection of skin AND/OR subcutaneous tissue
604,C0155804,DB00537,ciprofloxacin,Acute maxillary sinusitis
605,C0276089,DB00537,ciprofloxacin,Pneumonia due to Escherichia coli
606,C0029878,DB00537,ciprofloxacin,Otitis externa
607,C0729586,DB00537,ciprofloxacin,Infective otitis media
608,C0155862,DB00537,ciprofloxacin,Pneumonia due to Streptococcus
609,C1260917,DB00537,ciprofloxacin,Proteus pneumonia
610,C4076057,DB00537,ciprofloxacin,Urinary tract infection caused by Klebsiella
611,C0343402,DB00537,ciprofloxacin,Bacterial infection due to Klebsiella pneumoniae
612,C0275982,DB00537,ciprofloxacin,Enteric campylobacteriosis
613,C0038166,DB09042,tedizolid phosphate,Staphylococcal infection of skin
614,C0162627,DB09042,tedizolid phosphate,Bacterial infection of skin
615,C1274355,DB09042,tedizolid phosphate,Streptococcal infection of skin
616,C1269683,DB00370,mirtazapine,Major depressive disorder
617,C0334579,DB00853,temozolomide,"Astrocytoma, anaplastic"
618,C0349543,DB00853,temozolomide,Glioblastoma multiforme of brain
619,C3874358,DB09049,naloxegol,Therapeutic opioid induced constipation
620,C0020538,DB00881,quinapril,Hypertensive disorder
621,C0264716,DB00881,quinapril,Chronic heart failure
622,C0349636,DB09052,blinatumomab,Pre B-cell acute lymphoblastic leukemia
623,C0022104,DB08890,linaclotide,Irritable bowel syndrome
624,C1868889,DB08890,linaclotide,Irritable bowel syndrome characterized by constipation
625,C0267509,DB08890,linaclotide,Chronic idiopathic constipation
626,C0011860,DB06203,alogliptin,Diabetes mellitus type 2
627,C1960925,DB08916,afatinib,"Non-small cell lung cancer, positive for epidermal growth factor receptor expression"
628,C0152030,DB00527,cinchocaine,Skin irritation
629,C0033774,DB00527,cinchocaine,Itching of skin
630,C0007134,DB08875,cabozantinib,Renal cell carcinoma
631,C0238462,DB08875,cabozantinib,Medullary thyroid carcinoma
632,C0242339,DB15212,pemafibrate,Dyslipidemia
633,C0877445,DB01167,itraconazole,Candidemia
634,C1274469,DB01167,itraconazole,Onychomycosis of fingernails
635,C0153252,DB01167,itraconazole,Disseminated candidiasis
636,C0239295,DB01167,itraconazole,Candidiasis of the esophagus
637,C1274470,DB01167,itraconazole,Onychomycosis of toenails
638,C0276758,DB01167,itraconazole,Fusarium infection
639,C0004030,DB01167,itraconazole,Aspergillosis
640,C0276653,DB01167,itraconazole,Invasive pulmonary aspergillosis
641,C0005716,DB01167,itraconazole,Blastomycosis
642,C0019655,DB01167,itraconazole,Histoplasmosis
643,C0261486,DB05057,erdosteine,Accidental poisoning by lead and its compounds and fumes
644,C0917801,DB00231,temazepam,Insomnia
645,C0238111,DB00186,lorazepam,Lennox-Gastaut syndrome
646,C0014553,DB00186,lorazepam,Absence seizure
647,C0014550,DB00186,lorazepam,Myoclonic seizure
648,C0270846,DB00186,lorazepam,Atonic seizure
649,C0003467,DB00186,lorazepam,Anxiety
650,C0038220,DB00186,lorazepam,Status epilepticus
651,C0030319,DB00186,lorazepam,Panic disorder
652,C0029458,DB00481,raloxifene,Postmenopausal osteoporosis
653,C0011849,DB09564,insulin degludec,Diabetes mellitus
654,C0156543,DB00834,mifepristone,Pregnancy with abortive outcome
655,C0206525,DB08903,bedaquiline,Drug resistant tuberculosis
656,C0041327,DB08903,bedaquiline,Pulmonary tuberculosis
657,C0011860,DB08907,canagliflozin,Diabetes mellitus type 2
658,C0019360,DB11701,amenamevir,Herpes zoster
659,C0199008,DB00296,ropivacaine,Anesthesia for cesarean section
660,C0002921,DB00296,ropivacaine,Local anesthesia
661,C0014544,DB00555,lamotrigine,Epilepsy
662,C0238111,DB00555,lamotrigine,Lennox-Gastaut syndrome
663,C0234974,DB00555,lamotrigine,Simple partial seizure
664,C2711653,DB00555,lamotrigine,Epilepsy characterized by intractable complex partial seizures
665,C0494475,DB00555,lamotrigine,Tonic-clonic seizure
666,C0270425,DB00555,lamotrigine,Bipolar disorder in remission
667,C0003467,DB12710,perazine,Anxiety
668,C0401160,DB12710,perazine,Chemotherapy-induced nausea and vomiting
669,C0086227,DB12710,perazine,Enterobiasis
670,C0036341,DB12710,perazine,Schizophrenia
671,C0027498,DB12710,perazine,Nausea and vomiting
672,C0027497,DB12710,perazine,Nausea
673,C0003950,DB12710,perazine,Ascariasis
674,C0042963,DB12710,perazine,Vomiting
675,C0037383,DB01246,alimemazine,Sneezing
676,C0002915,DB01246,alimemazine,General anesthesia
677,C1260880,DB01246,alimemazine,Nasal discharge
678,C2607914,DB01246,alimemazine,Allergic rhinitis
679,C0009766,DB01246,alimemazine,Allergic conjunctivitis
680,C0002994,DB01246,alimemazine,Angioedema
681,C0027424,DB01246,alimemazine,Nasal congestion
682,C0343065,DB01246,alimemazine,Dermatographic urticaria
683,C0042109,DB01246,alimemazine,Urticaria
684,C0033774,DB01246,alimemazine,Itching of skin
685,C0020598,DB01022,phytomenadione,Hypocalcemia
686,C0029456,DB01022,phytomenadione,Osteoporosis
687,C0029458,DB01022,phytomenadione,Postmenopausal osteoporosis
688,C3203356,DB01022,phytomenadione,Factor II deficiency
689,C1260880,DB06764,tetryzoline,Nasal discharge
690,C0235267,DB06764,tetryzoline,Red eye
691,C0027424,DB06764,tetryzoline,Nasal congestion
692,C0269661,DB15978,parathiazine,Vomiting of pregnancy
693,C0026603,DB15978,parathiazine,Motion sickness
694,C0036341,DB06016,cariprazine,Schizophrenia
695,C0236780,DB06016,cariprazine,Mixed bipolar I disorder
696,C0338873,DB06016,cariprazine,"Bipolar affective disorder, current episode manic"
697,C1269683,DB12184,gepirone,Major depressive disorder
698,C0033777,DB14512,mometasone furoate,Pruritus of genital organs
699,C0079773,DB14512,mometasone furoate,Primary cutaneous T-cell lymphoma
700,C0149922,DB14512,mometasone furoate,Lichen simplex chronicus
701,C0036508,DB14512,mometasone furoate,Seborrheic dermatitis
702,C0004096,DB14512,mometasone furoate,Asthma
703,C0406326,DB14512,mometasone furoate,Scalp psoriasis
704,C0406317,DB14512,mometasone furoate,Plaque psoriasis
705,C0033775,DB14512,mometasone furoate,Pruritus ani
706,C2607914,DB14512,mometasone furoate,Allergic rhinitis
707,C0015230,DB14512,mometasone furoate,Eruption of skin
708,C0011616,DB14512,mometasone furoate,Contact dermatitis
709,C0155877,DB14512,mometasone furoate,Allergic asthma
710,C0085074,DB14512,mometasone furoate,Granuloma annulare
711,C0155880,DB14512,mometasone furoate,Non-allergic asthma
712,C0011615,DB14512,mometasone furoate,Atopic dermatitis
713,C1318955,DB14512,mometasone furoate,Asthma management
714,C0024138,DB14512,mometasone furoate,Discoid lupus erythematosus
715,C2733595,DB00207,azithromycin,Pulmonary Mycobacterium avium complex infection
716,C0275804,DB00207,azithromycin,Streptococcal tonsillitis
717,C2349530,DB00207,azithromycin,Pneumonia due to Staphylococcus aureus
718,C0339933,DB00207,azithromycin,Acute bacterial bronchitis
719,C0729586,DB00207,azithromycin,Infective otitis media
720,C0339959,DB00207,azithromycin,Chlamydial pneumonia
721,C1278807,DB00207,azithromycin,Urethritis due to Chlamydia trachomatis
722,C0554628,DB00207,azithromycin,Streptococcus pyogenes infection
723,C0153195,DB00207,azithromycin,Acute gonococcal cervicitis
724,C0275652,DB00207,azithromycin,Acute gonococcal urethritis
725,C0275556,DB00207,azithromycin,Acute bacterial sinusitis
726,C0007947,DB00207,azithromycin,Chancroid
727,C0009768,DB00207,azithromycin,Bacterial conjunctivitis
728,C0004626,DB00207,azithromycin,Bacterial pneumonia
729,C0520777,DB00207,azithromycin,Chlamydial pelvic inflammatory disease
730,C0155862,DB00207,azithromycin,Pneumococcal pneumonia
731,C0032302,DB00207,azithromycin,Pneumonia due to Mycoplasma pneumoniae
732,C1318973,DB00207,azithromycin,Infection due to Staphylococcus aureus
733,C1261256,DB00207,azithromycin,Pelvic inflammatory disease due to Mycoplasma hominis
734,C0276026,DB00207,azithromycin,Haemophilus influenzae pneumonia
735,C0856695,DB00207,azithromycin,Acute exacerbation of chronic bronchitis
736,C0009766,DB00341,cetirizine,Allergic conjunctivitis
737,C0018621,DB00341,cetirizine,Seasonal allergic rhinitis
738,C1260880,DB00341,cetirizine,Nasal discharge
739,C0009443,DB00341,cetirizine,Common cold
740,C0578870,DB00341,cetirizine,Chronic idiopathic urticaria
741,C2607914,DB00341,cetirizine,Allergic rhinitis
742,C0027424,DB00341,cetirizine,Nasal congestion
743,C0035460,DB00341,cetirizine,Vasomotor rhinitis
744,C0037383,DB00341,cetirizine,Sneezing
745,C0578870,DB00950,fexofenadine,Chronic idiopathic urticaria
746,C0018621,DB00950,fexofenadine,Seasonal allergic rhinitis
747,C0009766,DB00950,fexofenadine,Allergic conjunctivitis
748,C2607914,DB00950,fexofenadine,Allergic rhinitis
749,C0037383,DB00950,fexofenadine,Sneezing
750,C0019156,DB04932,defibrotide,Veno-occlusive disease of the liver
751,C0020538,DB01348,spirapril,Hypertensive disorder
752,C0235267,DB06711,naphazoline,Red eye
753,C0017205,DB04878,voglibose,Glucosylceramide beta-glucosidase deficiency
754,C0011860,DB04878,voglibose,Diabetes mellitus type 2
755,C0020538,DB13312,delapril,Hypertensive disorder
756,C1269683,DB01149,nefazodone,Major depressive disorder
757,C0001206,DB00104,octreotide,Acromegaly
758,C0024586,DB00104,octreotide,Carcinoid syndrome
759,C1263846,DB00289,atomoxetine,Attention deficit hyperactivity disorder
760,C0242422,DB01173,orphenadrine,Parkinsonism
761,C0026838,DB01173,orphenadrine,Spasticity
762,C0017536,DB01103,mepacrine,Giardiasis
763,C0687148,DB00140,riboflavin,Mineral deficiency
764,C1510471,DB00140,riboflavin,Vitamin deficiency
765,C0002438,DB09115,diiodohydroxyquinoline,Amebic infection
766,C0424620,DB03619,deoxycholic acid,Excess subcutaneous fat
767,C0026948,DB00959,methylprednisolone,Mycosis fungoides
768,C0004096,DB00959,methylprednisolone,Asthma
769,C0003873,DB00959,methylprednisolone,Rheumatoid arthritis
770,C0035439,DB00959,methylprednisolone,Rheumatic heart disease
771,C3495559,DB00959,methylprednisolone,Juvenile rheumatoid arthritis
772,C0033775,DB00959,methylprednisolone,Pruritus ani
773,C0023052,DB00959,methylprednisolone,Edema of larynx
774,C0001627,DB00959,methylprednisolone,Congenital adrenal hyperplasia
775,C0037274,DB00959,methylprednisolone,Disorder of skin
776,C0003872,DB00959,methylprednisolone,Psoriasis with arthropathy
